,P31946,P62258,P63104,Q12888,P10398,Q13085,P68363,P37023,P55265,Q13131,P04083,P20073,P10275,P08243,Q13315,P15056,Q92934,Q16611,Q92560,Q07812,P10415,Q07817,Q14457,P60709,P55957,P51587,P05412,P10721,P08581,P01106,P55210,Q14790,Q03135,P11836,P16284,P17301,P06493,O96017,Q13490,O95471,P12109,P14635,P24385,P24864,O96020,O95661,Q99497,Q92997,P12830,P13639,O00418,P06730,Q04637,P07992,P28482,P14921,P49327,P02751,Q08050,P15407,P11413,Q9UQC2,P04406,P23771,P49841,P04626,P21860,Q02297,P0DMV8,P18065,O15327,P35568,O60674,P45983,P45984,P13010,P06239,Q00987,O15151,Q9UJM3,P49959,P43246,P52701,P42345,P35749,P35579,P19022,P01111,Q92597,P19838,P35240,P46531,P22223,P38936,P04637,Q13501,P05121,P09874,P49023,P12004,Q53EL6,P42336,P27986,P17252,Q05655,P05771,P21796,P06401,Q96B36,Q06830,Q8TCU6,P60484,P57735,Q92878,Q06609,Q8N122,P06400,Q96T37,Q6R327,O00767,Q9BYW2,Q07955,P29353,Q06124,Q9NR28,Q15797,P84022,Q13485,O95863,P40763,P42229,P16949,P43405,Q9GZV5,P02786,Q9NQ88,P21980,Q92574,Q15361,P15498,P35968,P40337,P17861,P18887
ACH-000286,0.189113,-0.034456,1.082918,-0.044435,-0.121676,-0.579297,-0.128763,-0.05283,-0.017741,-0.416305,1.671316,0.557701,0.039911,-1.726898,-0.839064,-0.336844,-0.087263,0.09225,0.085821,-0.178474,-0.511677,1.092911,0.073683,1.340347,0.807863,0.020511,0.038142,-0.411798,0.106025,0.466442,0.464675,0.869021,0.720938,0.056252,0.031286,0.716204,0.175833,0.062078,-0.327503,3.653291,0.243958,0.231661,0.332945,0.723813,-0.107853,-0.005819,-0.69792,-0.100723,3.339046,0.090607,0.201452,0.108257,-0.375423,0.326493,0.161636,0.543167,-0.850153,1.239857,-0.082,0.957567,-0.546362,-0.557124,-1.306262,-0.17956,-0.634449,0.893972,0.909253,0.049272,0.854776,2.110469,0.200981,0.257289,-0.040825,-0.039339,-0.301641,0.053782,0.424501,0.668505,0.214739,-0.080958,-0.10193,-0.300718,-0.486956,-1.202668,0.37784,-0.307081,0.278573,-0.051514,-0.355561,-0.452791,-0.117017,0.206244,0.32455,-0.007492,2.347144,-0.433064,0.351815,0.461171,-0.094218,0.215868,-0.244411,-0.488235,-0.434697,0.287937,0.13495,-0.634887,-0.420332,-1.171785,-0.236097,0.146175,-0.144277,-0.661896,0.826655,0.593945,-0.182043,-0.680263,-1.210554,0.633824,-0.082828,0.280084,1.090902,-0.02628,-0.103042,-0.185107,0.949612,-0.06877,0.073372,-0.219572,1.383863,0.304886,-0.824826,-0.050307,2.371512,0.22807,0.768684,0.899023,1.638463,0.446582,0.764406,-0.466021,0.280664,2.696524,-0.169733,-0.173037
ACH-000970,-0.146199,-0.132616,-0.41949,0.350826,0.224078,0.426002,0.598667,-0.03048,0.474772,-0.028214,0.064223,-0.325822,-0.047287,0.383738,-0.369401,-0.582056,-0.043019,0.228432,0.521146,-0.689227,-0.341548,0.233399,-0.63862,-0.218096,0.642689,0.475645,-0.253092,-0.272172,-0.044472,0.83187,-0.259191,-0.147605,-1.339222,0.023279,-0.034242,0.956996,0.014512,-1.062573,0.669644,2.740543,-0.305428,0.334929,-0.099056,0.809354,0.053028,0.062374,-0.557371,-0.227615,2.786953,-0.375484,-0.252452,-0.317434,-0.610183,-0.186868,0.057204,0.135156,0.388416,0.217258,1.000144,0.626057,-0.474232,-0.9502,-0.558444,-0.011328,0.044019,0.524062,-0.011923,-0.220424,-0.044789,-0.490034,1.029727,0.438675,0.695629,-0.329852,-0.104252,0.503696,0.131378,-0.09491,0.410096,0.223144,0.21693,0.064355,0.246869,-0.15263,0.345446,0.695104,-0.581732,-0.09175,-0.264112,0.117462,0.328549,0.498493,0.203371,-0.182934,1.69753,1.137865,0.911435,-0.048682,0.066889,-0.293671,-0.28957,-0.160905,-0.287282,-0.278456,-0.112272,-0.286914,0.127306,-0.090207,0.136252,-0.628472,-0.048813,-0.753225,0.921595,-0.337554,0.295787,0.12436,-0.483333,0.127484,-0.023041,0.880928,0.893317,-0.075694,0.004727,-0.133323,-0.379699,0.143842,0.516154,-0.052012,0.156439,-0.143486,-0.22094,-0.069774,0.92312,0.131985,-0.421848,-0.104949,0.717569,0.271294,-0.339634,-0.715454,1.000786,1.319768,-0.186195,-0.074665
ACH-000746,0.320421,0.191989,0.01152,-0.004286,-0.242724,0.724761,0.021027,0.008075,-0.460467,0.720581,-1.693141,0.027806,0.826131,0.519997,0.911804,-0.565664,-0.258263,0.381221,0.472767,0.304179,0.28418,0.610407,0.251049,-1.148484,-0.031918,-0.035022,0.164129,-0.166102,0.070205,0.993752,0.243918,-0.52207,-2.701039,-0.163216,0.305481,-0.511996,0.395719,1.038523,0.166264,-0.376811,-0.29443,0.324348,0.057439,1.120337,0.147425,-0.148469,-0.144939,0.348471,1.291317,-0.393878,0.853736,0.237506,-1.317035,0.22037,-0.120364,-0.260869,0.380578,-1.329436,0.328148,-0.578014,0.138695,2.001021,-0.88735,0.501581,-0.127331,-0.921349,0.258949,0.023696,-0.171267,0.545779,-0.060154,0.086473,0.153401,0.49075,0.3112,0.390877,0.086244,-0.474077,0.259057,0.755202,0.065382,0.62806,0.648372,0.449141,-0.865806,-1.241987,-0.206103,-0.027785,-0.72552,0.163961,-0.409951,1.514414,0.076451,-0.412024,0.277642,-0.239745,-0.952895,0.332952,-1.195334,-0.136675,-0.466722,0.345508,-0.212542,-0.479827,-0.166846,-0.128771,-1.175001,0.523145,-0.494239,-0.103222,-0.743563,0.313975,-0.017013,0.196108,0.170434,0.367726,0.906349,-0.917252,-0.3737,0.222166,0.086666,0.019981,-0.326183,-0.482381,0.592484,0.545532,-0.195095,-0.14788,1.311054,-0.203928,-0.662173,0.027655,3.51415,-0.329209,-0.482972,-0.155823,-0.219258,0.377957,0.079683,-0.380265,-0.454525,0.128094,0.146992,0.355384
ACH-000197,0.037557,-0.065313,-0.134916,0.24296,-0.742429,-0.781144,-0.221719,-0.172463,0.648328,-0.146316,-1.708595,-0.617846,-0.284717,-3.952356,0.394189,0.509689,-0.314815,0.447813,0.576701,0.278152,1.477668,0.032723,-0.054502,0.957377,0.094571,0.118348,0.429478,-0.16911,0.252952,1.150572,-0.325955,0.139565,-3.893752,0.05667,-0.022488,-1.08475,-0.447207,1.023021,-0.322468,-0.59918,0.870458,0.761136,0.046279,0.995207,2.21745,0.076129,0.019881,-0.812329,-0.968333,0.375296,-1.01592,0.107736,-0.102936,-0.194831,0.214784,0.816804,-0.39842,-1.238753,0.560486,-0.465809,-0.391793,0.121249,-0.337145,3.675422,0.433273,-1.536566,-1.141642,-0.286148,0.00189,4.187971,-0.286973,0.290717,-0.531491,-0.390505,0.446297,0.685722,3.779282,0.066328,-0.041759,-0.060884,0.068468,0.938246,0.982024,0.078376,0.078156,-0.805684,-0.56688,-0.077104,0.931943,0.742673,0.433966,1.301742,-0.678581,-1.207329,2.695401,-1.77181,-0.952419,0.199781,-0.434886,1.123747,-0.357976,0.334463,1.314788,0.585114,0.065761,-0.395755,-0.099028,0.119957,1.107181,-0.199944,-0.81552,2.161944,-0.48736,-0.167807,1.125502,0.318826,2.881926,1.049515,0.18498,0.091228,0.028141,0.912659,-0.555146,-0.669281,-0.7124,0.430702,0.304536,0.455191,0.009702,-0.576519,-0.403921,1.386719,-2.324907,-0.315005,0.968632,-0.457126,-0.561336,-0.533491,0.36301,5.27212,-0.499405,-2.635757,-0.270266,0.58184
ACH-000578,-0.092776,-0.131036,0.5386,0.124211,0.245371,0.941192,0.392746,0.069832,0.412115,-0.589729,0.337081,-0.101561,0.496207,-0.887608,-0.221155,0.31076,0.046304,-0.12877,-0.121136,-0.358248,-0.695658,0.235121,-0.119815,0.336413,-0.048569,0.202701,-0.0698,0.37917,-0.099074,-0.386418,-0.308166,0.433118,2.615722,-0.242379,-0.140268,3.249307,-0.170563,-0.653848,0.156687,1.773058,0.027818,0.105196,0.06637,0.277065,0.105584,-0.114968,-0.27802,-0.302086,2.816754,-0.566388,-0.703075,0.016038,-0.417807,-0.064255,-0.221889,0.095959,0.017481,1.696704,0.276357,0.582803,0.012153,-0.325957,0.749365,0.085419,0.039027,0.531852,0.55386,-0.177973,-0.203221,-0.345809,1.843824,0.51881,-0.025366,-0.276275,0.252304,0.39287,-0.41803,-0.42153,-0.295107,0.969712,-0.039627,0.13947,0.142236,0.179725,0.296313,0.829013,-0.253242,-0.037085,-0.267727,0.978292,0.158469,-0.520719,0.278462,0.094061,0.624297,0.050185,3.53979,-0.266434,0.111598,-0.24028,-0.748044,-0.167024,-0.419297,1.368775,0.286085,0.144075,-0.730363,-0.193226,-0.421312,-0.839914,-0.140203,0.237321,2.153005,-0.04627,-0.079952,0.324381,0.048502,-0.58775,0.335213,-0.184887,0.021054,0.049784,0.238424,-0.038155,-0.075109,-0.030347,0.891536,0.009163,-0.295407,0.255218,0.540058,-0.098808,0.627878,0.292531,0.385507,-0.141715,0.877173,0.533527,-0.126723,-0.644316,1.131554,0.294884,-0.143728,0.392951
ACH-000959,-0.059431,0.000167,-0.238551,-0.583998,0.114452,-0.113675,0.401775,0.027271,-0.064431,0.958366,0.262388,-0.125282,-0.123477,0.745895,-1.381712,0.006264,-0.038418,-0.149597,0.545244,-0.838004,0.496787,-0.545244,0.090701,-1.355684,-0.124843,0.144823,-0.079602,-0.016103,0.053083,0.880204,-0.562849,-0.197321,-2.082562,-0.004045,0.095547,0.099858,-0.031505,0.202849,-2.4e-05,4.095043,-0.223119,0.177875,-0.045302,0.287056,-0.007265,-0.00321,0.062438,-0.483198,2.841628,0.097021,0.188013,0.427587,0.149682,-0.136057,0.20255,-0.319004,1.110635,-0.473125,0.347483,-0.334305,-0.143783,-1.181002,-0.382056,0.099674,0.424919,0.94035,0.973191,-0.297896,-0.103926,2.501556,0.32593,-0.110794,0.302637,0.206132,-0.013605,0.019326,0.07374,0.158141,0.215438,-0.157483,-0.124929,-0.162366,-0.492699,0.280409,-0.630895,-0.951856,-0.517911,-0.08588,-0.098242,-0.179697,-1.054154,0.639467,0.061043,0.19069,-0.327804,-0.287375,-0.860491,-0.012318,-0.565871,0.207705,1.084933,-0.087654,0.789888,-0.328519,-0.187198,0.804513,-0.914052,0.111063,0.002406,0.204895,-0.196392,-1.864353,1.229737,-0.634667,0.321765,0.246718,-0.091517,-1.335813,-0.268372,0.380483,-0.277151,-0.071591,0.415193,0.184457,-0.605041,0.39129,-0.351884,0.106799,-0.057289,-0.266455,1.378823,-0.155425,3.286465,-0.543573,-0.045624,0.843638,-0.103612,-1.287562,-0.253266,-0.660717,0.935036,0.543235,0.464011,-0.017211
ACH-000325,0.007622,-0.11958,0.747421,-1.019848,0.118477,0.317096,0.282726,-0.059431,-0.401664,0.196372,-0.962877,0.193467,-0.001616,0.693676,-0.000852,-0.473009,-0.473631,-0.18265,-0.264678,0.034932,-0.16043,-0.271672,0.168654,-1.422932,-0.09609,-0.109784,-0.329104,-0.250443,0.398794,0.026765,1.379381,3.404529,-2.229126,-0.083201,0.076261,0.21176,0.023903,0.105489,-0.064435,3.790472,-0.308725,-0.182017,-0.284462,-0.638251,-0.093998,-0.128019,-0.028678,-0.319063,3.425035,-0.256772,-0.025053,0.304928,-0.957785,2.019885,-0.062203,-0.423332,0.250803,-0.710094,-0.058104,-0.607529,0.181364,0.388517,0.475937,0.228765,-0.368738,0.056198,1.306357,-0.317672,-0.412211,2.865228,0.157443,-0.384201,0.277888,0.053109,-0.232683,-0.315731,0.369117,-0.878763,-0.308474,-0.047656,-0.012601,0.06735,-0.253885,0.214672,-0.546028,-1.030957,-0.52267,0.104381,0.983618,-1.038607,-0.558335,-0.606164,-0.168253,-0.411226,0.033982,0.316013,-0.497519,4.548323,-1.303292,0.073056,-0.257546,-0.062473,0.551682,0.483452,-0.259706,0.151213,-1.054582,0.250775,-0.083533,-0.165358,-0.49711,-0.096477,1.753847,-0.475308,0.056593,-0.13727,0.62274,-1.331474,-0.275243,0.70621,1.472473,-0.020676,0.237299,1.278748,1.479317,0.349057,-0.213667,0.080276,6.14183,1.243445,0.102278,0.004466,3.531659,-0.725049,-1.039511,0.161153,0.251242,0.444988,-0.286282,-0.193826,-0.1512,1.345675,-0.125109,0.146391
ACH-000225,0.0,0.13959,-0.260919,0.012827,-0.212109,0.534145,0.277016,0.035648,0.048126,0.740222,-1.54291,-0.111997,0.085995,-1.031869,0.753758,0.537591,0.215907,0.33186,0.186797,0.963218,-0.570888,-0.102735,-0.071993,-0.703474,-0.104655,-0.189158,0.197179,0.650932,-0.098867,-0.000147,-0.129546,-0.287723,-2.963178,-0.187177,0.210775,-0.779129,0.539225,0.11169,0.023299,0.156668,-0.160456,0.796025,-0.214903,-0.554527,0.201812,-0.124593,0.214765,0.286416,-0.36364,-0.376692,-0.560686,0.209177,0.189655,-0.04952,0.394973,-0.352993,0.492168,2.125673,0.374195,-0.528752,0.191089,2.08596,-0.825413,0.13565,-0.172424,-1.337183,0.979918,-0.009319,-0.193752,5.260779,-0.347574,0.226396,0.07488,-0.309378,0.315862,0.046149,-1.0447,-0.26824,-0.345347,0.019215,-0.018217,0.427585,0.207458,0.667012,-0.858655,-0.782412,0.59837,-0.129744,-0.304077,-0.338942,-0.650448,-0.101915,-0.325695,-0.033614,-0.35827,-0.227281,-0.910286,0.655304,-0.710556,-0.3379,0.893667,0.434885,0.487143,0.163169,-0.17634,0.114921,0.210783,0.257155,0.239075,-0.26933,0.053978,0.020125,-0.220335,-0.557426,-0.19952,0.364208,-1.196103,0.323496,0.824059,0.195408,-0.178,-0.007353,-0.178662,0.583814,-1.180588,0.885928,-0.158408,-0.035709,0.294672,-0.419459,0.494982,0.368286,-1.34537,-0.587495,-0.204971,-0.516548,-0.467919,0.122633,-0.384713,-0.336963,0.227971,-1.326422,-0.146884,0.385421
ACH-000485,0.059496,-0.064604,0.062448,-0.408588,0.183346,0.057416,0.083963,-0.16173,-0.420023,1.651337,0.125835,0.197192,0.0736,0.26512,0.114515,0.218171,-0.163842,-0.144558,-0.304617,0.344292,-0.502024,0.151492,0.392556,-0.5769,0.026116,-0.150626,-0.415481,-0.062823,-0.129191,0.316572,0.170629,-0.051038,-2.764738,-0.114573,0.057939,0.530052,-0.254461,0.193338,0.031164,4.248812,-0.15013,-0.675459,0.053102,-0.159316,-0.16136,-0.003876,-0.266607,0.037138,3.123785,-0.104164,-0.106751,0.298152,-0.358147,-0.041097,-0.067087,-0.210843,0.709426,-1.4659,-0.558421,0.117475,0.471718,-0.055898,-0.361141,0.569828,0.675464,1.382607,1.933455,-0.210131,0.004423,-0.364514,0.385045,-0.326111,0.144923,0.297904,-0.138835,-0.151666,0.737815,-0.012341,-0.088519,-0.101272,0.305428,-0.047543,-0.5005,0.006488,-0.113622,-0.588133,-0.186033,-0.044196,-0.119132,0.017478,-0.658051,0.538485,-0.112574,0.138154,-0.502934,0.83363,-0.850753,0.034808,-0.131112,-0.139452,0.400227,0.628946,1.029503,0.409145,-0.1743,0.218098,-0.363556,0.488752,-0.446346,0.291672,-0.366845,0.23773,1.437933,0.028925,-0.213564,0.071973,-0.638631,-0.774023,-0.308719,0.299079,0.288143,-0.210722,0.151857,0.06766,2.027861,0.448259,0.078691,-0.094833,0.424668,-0.064378,0.025214,-0.161955,3.853653,-0.544544,0.166817,0.455959,0.0,1.079831,-0.227215,-0.337503,0.399427,1.783034,0.337752,0.037967
ACH-000333,-0.137661,-0.018803,0.414245,-1.368333,-0.133381,-0.545918,0.543746,-0.10696,0.328062,0.325087,0.021589,0.215778,-0.104857,-0.093956,-0.324962,0.05704,0.346106,-0.099865,0.494885,0.098654,-0.160568,0.001804,-0.200516,-0.056167,-0.229264,0.060799,0.357722,-0.362602,-0.078572,0.096418,1.163013,0.160473,-1.956404,-0.256781,-0.017691,0.671158,-0.026904,-0.481895,0.001496,4.055271,-0.024137,-0.247479,-0.14681,0.56978,0.33055,0.154002,-0.010069,-0.180024,3.721677,-0.442575,-0.037854,0.30155,0.394426,-0.225857,-0.213243,-0.493175,-0.049536,-0.979482,0.142715,-0.115464,-0.558345,0.566135,-2.036244,-0.07565,0.295113,0.343043,1.719543,-0.23561,-0.236327,-0.616929,1.598119,0.113696,0.073423,0.410429,-0.102713,-0.995208,-0.166205,-0.267349,-0.49311,-0.181069,-0.151399,0.303739,0.020563,-0.236327,-0.99933,-1.746933,-0.442528,-0.189671,2.260435,0.682701,-0.955277,0.248084,-0.050366,-0.008726,0.251536,-0.870989,0.424574,-0.105548,-0.051264,0.124885,1.152073,0.038712,0.455995,-0.468822,-0.024786,0.945043,0.469944,-0.10361,0.132983,-0.219465,-0.075995,-0.184526,1.50814,-0.104769,-0.09389,-0.54061,-0.899824,0.584708,0.425987,-0.059436,-0.288613,-0.249539,0.642197,0.289894,-0.40633,0.538115,-0.041261,-0.24025,0.206268,0.164409,0.390336,-0.21238,2.728518,-0.419483,-0.554091,0.842605,-0.118165,0.523813,-0.600497,-0.398565,0.737466,1.15506,-0.05699,-0.140123
ACH-000768,0.140073,-0.249335,0.245252,-0.565493,-0.060283,0.330671,0.316239,0.42993,-0.462388,0.450713,0.636621,-0.248491,-0.171937,0.711232,0.11574,-0.375406,0.229067,-0.180689,0.089435,0.190562,-0.211069,0.148184,0.008491,-0.358242,-0.121292,0.338567,0.66151,0.06718,-0.010454,0.031614,-0.383071,-0.119835,3.066147,-0.268414,-0.060627,0.911808,-0.23278,-0.570618,0.598671,0.153116,-0.046084,1.065139,-0.309353,-0.222125,-0.094336,-0.057317,0.006159,0.502684,-0.596313,-0.321045,-0.223778,0.073892,0.810556,-0.119389,-0.115004,-0.133345,-0.190944,1.70331,0.562802,1.273947,0.242831,-0.311148,0.293553,0.123172,-0.529247,-0.040879,-0.022388,0.405069,-0.125594,-0.70141,0.036849,1.308608,-0.186864,0.368631,0.153482,-0.373753,-0.542938,0.068531,-0.182814,1.577126,0.022392,0.03194,0.133866,0.321008,-0.137245,0.762583,-0.550385,-0.051766,0.882995,1.927169,-1.842852,0.588465,-0.627223,-0.359779,1.144956,-0.251997,3.327185,-0.194765,0.923762,-0.202577,0.371345,0.111404,-0.190615,1.260407,0.263029,0.427226,-0.258076,-0.091039,0.006424,-0.221981,-0.199984,1.068604,-0.1793,0.009772,0.157205,0.069141,0.677154,-0.322421,1.154936,-0.288567,-0.168799,0.027831,-0.162912,0.169912,-0.334329,-0.187202,0.162039,0.072989,0.145857,0.70254,0.921232,0.26786,-1.834477,0.119017,-0.543099,-0.307753,1.331399,0.42253,-0.193815,-0.127415,1.835198,-0.577126,-0.206631,-0.29842
ACH-000291,0.323445,0.309838,1.048279,-1.022109,-0.141908,0.0758,-0.12092,-0.031475,-0.701155,-0.060797,-0.725707,0.556556,-0.117776,0.567555,-0.614248,-0.346335,-0.304128,-0.098523,-0.978128,0.252251,-0.525521,1.092932,0.012961,2.075732,0.459919,0.640191,-0.807116,-0.38733,-0.065393,-0.481496,0.817199,0.501319,-1.821961,0.002384,0.031651,1.637914,0.189592,-0.287846,-0.146946,1.073942,0.066604,0.424791,0.444881,0.580271,0.055955,0.083307,0.755519,-0.45784,2.726305,0.614767,-1.587563,0.546912,-3.404025,0.374499,0.795493,0.756705,0.302628,4.059076,-1.173475,0.276044,2.377337,-1.802656,0.35315,0.212444,-0.897796,0.684009,-0.533427,-0.154499,0.300444,-0.582837,-1.071521,-0.344617,-0.413828,0.04549,-0.02921,-0.405656,0.459937,-0.272675,0.093966,0.10272,-0.126936,-0.082701,0.20714,-0.372418,0.871454,0.863616,0.32883,-0.02942,-0.22811,-1.12899,-0.549764,-0.619463,0.69342,0.455446,0.628982,1.305201,1.596999,-0.132668,0.007985,0.829942,-0.869057,-0.049093,0.361435,0.321124,0.178234,-0.395823,0.359393,-0.195493,-0.238194,1.267864,-0.262915,0.48024,-0.057606,0.736412,0.205527,-0.169763,-0.410237,-0.012308,-0.184894,0.384735,-0.329383,0.414335,-0.112875,-0.515757,0.498317,-0.173256,-0.150817,-0.256237,-0.331073,0.065876,-0.95,-0.014782,-2.890625,0.211326,0.569645,0.817989,0.158771,0.0656,1.536717,-0.663946,1.033623,1.754607,0.047431,-0.113879
ACH-000874,-0.177593,-0.137076,-0.000342,-0.368797,-0.113099,-0.115231,0.725084,-0.177648,0.36017,0.428758,-1.882923,-0.240879,-0.178894,-4.130186,0.056596,0.672544,-0.211415,0.139648,0.575889,0.116717,2.947696,-0.179506,-0.041513,-0.538005,-0.117228,-0.041006,0.083302,-0.321676,0.066073,0.973434,-0.364878,-0.002177,-3.543171,0.01658,-0.063849,-0.864155,-0.11376,0.913717,-0.372702,-0.846597,0.325697,0.230903,-0.260926,-0.657647,0.749171,0.051318,0.041738,0.104864,-1.171173,-0.402542,0.92164,0.190905,0.131582,-0.305889,-0.119138,-0.118224,0.082871,-1.165949,0.830285,-0.502227,-0.475855,2.926146,-1.629643,0.248018,-0.656444,-1.476084,-1.25459,-0.183965,-0.14494,0.809203,0.00513,0.470478,0.599274,-0.348585,-0.14993,0.240441,1.978234,-0.605243,1.279682,0.070055,0.167702,0.799911,0.468872,-0.349536,0.019453,-1.118939,-0.459497,0.062974,-0.090619,-0.002801,0.133136,0.779858,-0.498257,-0.398216,-0.296951,-0.661371,-0.48598,0.780218,-1.9519,0.639793,-0.291328,0.660996,1.763644,-0.58125,-0.136678,-0.381858,-0.457809,0.006869,0.219707,1.241092,1.289761,1.032127,-0.296965,0.537916,0.88605,-0.139799,2.893177,0.68232,0.179244,-0.210663,-0.065483,0.612159,0.385439,0.435854,-0.023599,0.301453,-0.004484,0.260897,-0.041601,-0.408996,1.398374,1.071926,4.060246,-0.255854,-0.676813,-0.004544,-0.777205,0.144665,-0.173516,4.72232,-1.194459,-2.201158,-0.213271,0.499871
ACH-000663,-0.156839,-0.33169,-0.276143,-0.66655,0.028532,-0.580758,-1.105766,-0.107492,0.099712,-0.494822,0.00016,0.197977,-0.192939,-0.182112,-0.137792,-0.719161,-0.005161,-0.028561,-0.201596,-0.10245,-0.555909,0.249442,-0.300214,0.49194,0.167849,0.092472,0.686485,-0.514242,-0.176451,0.24823,-0.187133,-0.000817,3.137672,-0.059298,-0.219093,-1.043913,-0.272015,-0.221966,-0.253526,-0.366134,0.096542,-0.642041,-0.102978,0.113312,0.19248,-0.049352,-0.567273,0.314879,-0.66922,-0.240828,0.543066,-0.562907,0.116706,-0.199002,0.181948,0.221729,-0.179883,0.081965,0.156874,0.453975,1.149762,0.575362,0.488642,-0.251386,-0.328298,0.506386,-0.302627,0.35381,0.156077,-0.521954,-0.375204,0.030788,-0.230408,0.493455,-0.182438,0.114894,-0.987821,0.993543,0.159292,0.203619,0.024177,0.195881,0.510082,-0.404635,0.363564,1.14287,-0.499515,0.008313,0.515192,2.528389,1.257468,0.409131,0.469012,-0.01926,-0.311454,0.706605,3.526173,-0.342253,0.32652,-0.041552,-0.367554,-0.565821,-0.255954,1.395357,0.421288,0.555214,0.737969,-0.566489,-0.024311,0.05523,0.212304,-0.019824,-0.565924,-0.421849,-0.002233,-0.259507,0.584512,0.230181,0.271324,0.149299,0.907392,-0.168452,-0.264663,-0.317316,0.154802,-0.562734,1.150291,-0.215729,0.328238,0.179007,-0.663541,-0.177654,-2.617044,0.72432,1.975452,0.045741,1.457725,0.078028,-0.018019,-0.702554,-0.090413,-1.351213,-0.014328,-0.40454
ACH-000617,0.346029,0.142453,0.179259,0.072335,-0.254794,0.021343,-0.575669,-0.119349,-0.203708,-0.700345,-0.735365,0.411253,-0.369748,3.102943,-1.06429,0.350665,-0.01826,-0.087456,-0.298951,-0.079404,-0.511339,0.683722,-0.05056,-0.226633,0.113867,0.173331,-0.133304,-0.125119,-0.037896,-0.392068,0.516389,0.06089,-1.369722,0.216246,-0.394907,-0.064993,-0.190573,0.306383,0.007714,1.416529,0.026923,0.244462,-0.234004,1.290006,0.01406,-0.051087,-0.024707,0.233879,3.5556,0.855162,-1.011806,-0.300188,-0.337976,0.249337,0.535727,0.918172,0.132448,-0.559642,-0.214766,-0.267674,0.484658,0.768764,0.252189,-0.590052,0.03546,0.417667,0.004373,-0.052701,-0.046902,0.871279,-0.335406,-0.562387,-0.426344,0.301795,0.554314,0.472338,0.537873,0.701431,-0.275089,-0.052598,-0.039517,-0.470201,-0.227617,0.332226,0.255324,1.92084,0.252757,-0.274607,0.60265,1.051534,1.475621,-0.47299,0.817086,0.364792,0.395712,1.271371,1.011797,-0.456722,0.048602,0.157689,-1.504248,-0.184914,-0.019037,-0.771063,-0.299961,-0.400654,1.249533,-0.008516,-0.136943,-0.053792,-0.377587,0.559281,0.608448,1.111866,-0.364235,0.283706,-0.170874,-0.007644,-0.048247,-0.061466,-0.19242,-0.148575,0.085438,-0.205461,-0.243708,-0.140337,-0.077099,-0.430168,-0.027396,-0.277311,0.795917,-0.278643,0.196085,0.111396,1.200196,-0.096367,0.974623,-0.987001,0.862877,-0.433113,0.974833,5.180068,0.114227,0.031121
ACH-000393,-0.088323,-0.015403,-0.566351,-0.423841,0.030195,-0.366552,-0.560462,-0.243866,0.078399,-0.440375,-0.09788,0.797224,-0.049547,-0.019903,-0.922412,-0.534009,-0.027147,0.1005,0.012125,0.251423,0.47062,0.715488,0.02321,0.422712,0.145092,0.203952,0.625278,3.229141,-0.05666,-0.083366,1.015929,0.593092,0.407666,0.037122,-0.087164,1.10069,0.012616,-0.175008,-0.150385,-0.411477,-0.246668,0.016991,0.550175,0.484415,0.014793,-0.107347,-0.359298,-0.442094,-1.210055,0.16748,-0.302428,-0.447602,-0.581368,0.129879,0.124485,0.587103,-0.127055,1.040842,-0.051863,1.291066,0.386217,-0.128296,0.378209,-0.121686,-0.389551,-0.314484,0.108973,0.579218,-0.057931,-0.473621,0.079558,0.5419,0.2425,0.127163,-0.164491,-0.604164,-0.227993,-0.015045,-0.019175,0.898994,0.038374,-0.071095,-0.152611,-0.586878,0.453034,0.741403,0.3475,0.148275,-0.10316,0.022066,0.778994,-0.389295,0.144305,0.114588,1.500816,0.85247,5.667515,-0.271733,0.2682,0.258972,-1.219254,-0.398866,-0.392393,0.870934,0.049447,-0.71591,1.585759,0.067138,0.266063,0.207183,0.38653,-0.309165,-0.326923,0.188432,0.260181,-0.164351,-0.737564,-0.151827,-0.175558,1.514738,0.878794,-0.135591,-0.140979,-0.218371,0.496004,0.03672,0.186148,-0.283906,0.178365,-0.424199,-1.063823,0.048328,-1.857409,0.423788,0.431671,-0.046434,1.239753,-0.394413,0.347907,-0.127672,0.46001,-2.12842,0.059393,0.089541
